,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom complet,Espanyol_a,Data neixement,Edat
92984183N,Michel,Lefevre,França,Marsella,28,1,1988,Home,1176.0,No,Grup A,Michel Lefevre,False,1988-01-28,37
54542153E,Chloé,Girard Girard,França,Marsella,17,12,1956,Dona,1504.65,No,Grup A,Chloé Girard Girard,False,1956-12-17,68
53263676R,Chloé,Girard,França,París,5,10,1952,Dona,778.0500000000001,Si,Grup A,Chloé Girard,False,1952-10-05,72
30736318Q,Élise,Moreau,França,París,25,7,2001,Dona,976.5,No,Grup A,Élise Moreau,False,2001-07-25,23
29471837G,Camille,Moreau,França,París,6,2,1957,Dona,836.85,No,Grup A,Camille Moreau,False,1957-02-06,68
94035504X,Louis,Dubois Dubois,França,París,22,9,1964,Home,1050.0,No,Grup A,Louis Dubois Dubois,False,1964-09-22,60
72654945E,Michel,Girard,França,París,12,3,2004,Home,1593.9,Si,Grup A,Michel Girard,False,2004-03-12,21
32285371X,Louis,Lefevre Girard,França,París,23,10,1970,Home,773.85,Si,Grup A,Louis Lefevre Girard,False,1970-10-23,54
30892443R,Élise,Moreau Moreau,França,París,10,6,1992,Dona,1446.9,No,Grup A,Élise Moreau Moreau,False,1992-06-10,33
87316866D,Alessia,Rossi,Itàlia,Milà,6,12,1989,Dona,1434.3,No,Grup A,Alessia Rossi,False,1989-12-06,35
98226417L,Giulia,Russo Conti,Itàlia,Milà,25,2,1971,Dona,1096.2,No,Grup A,Giulia Russo Conti,False,1971-02-25,54
93759961P,Alessandro,Russo Ferrari,Itàlia,Roma,13,8,1965,Home,987.0,No,Grup A,Alessandro Russo Ferrari,False,1965-08-13,59
76257088H,Francesca,Conti,Itàlia,Roma,10,8,1955,Dona,850.5,Si,Grup A,Francesca Conti,False,1955-08-10,69
21774231J,Marco,Rossi,Itàlia,Torí,3,11,2002,Altres,1568.7,No,Grup A,Marco Rossi,False,2002-11-03,22
61746871V,Alessandro,Ferrari,Itàlia,Torí,13,4,1972,Altres,1400.7,Si,Grup A,Alessandro Ferrari,False,1972-04-13,53
73587985T,Francesca,Ferrari,Itàlia,Torí,25,3,1999,Dona,1097.25,Si,Grup A,Francesca Ferrari,False,1999-03-25,26
20214876P,Alessia,Russo,Itàlia,Torí,28,11,1954,Dona,1017.45,Si,Grup A,Alessia Russo,False,1954-11-28,70
35241609K,Francesca,Russo,Itàlia,Torí,9,11,1986,Dona,1411.2,Si,Grup A,Francesca Russo,False,1986-11-09,38
14098793R,Alessandro,Ferrari,Itàlia,Torí,22,7,2003,Home,1515.15,Si,Grup A,Alessandro Ferrari,False,2003-07-22,21
45620823H,Alessia,Russo Russo,Itàlia,Torí,18,5,1995,Dona,1220.1000000000001,No,Grup A,Alessia Russo Russo,False,1995-05-18,30
85975055P,Giovanni,Rossi Ferrari,Itàlia,Torí,14,6,1991,Home,1073.1000000000001,No,Grup A,Giovanni Rossi Ferrari,False,1991-06-14,34
25144352S,Francesca,Rossi Russo,Itàlia,Torí,1,9,1994,Dona,1316.7,No,Grup A,Francesca Rossi Russo,False,1994-09-01,30
98288475Z,Youssef,Bennani,Marroc,Casablanca,20,9,1957,Home,819.0,Si,Grup A,Youssef Bennani,False,1957-09-20,67
63099488Q,Youssef,Fassi Zahraoui,Marroc,Casablanca,8,3,2003,Home,1300.95,Si,Grup A,Youssef Fassi Zahraoui,False,2003-03-08,22
87981337P,Amina,Zahraoui Fassi,Marroc,Casablanca,20,1,1984,Dona,1162.3500000000001,No,Grup A,Amina Zahraoui Fassi,False,1984-01-20,41
47351659S,Salma,El Amrani,Marroc,Casablanca,12,10,1987,Dona,1484.7,No,Grup A,Salma El Amrani,False,1987-10-12,37
65339008Z,Salma,Zahraoui,Marroc,Casablanca,20,12,1971,Dona,1468.95,Si,Grup A,Salma Zahraoui,False,1971-12-20,53
31059050X,Amina,Fassi,Marroc,Casablanca,13,12,1971,,1533.0,No,Grup A,Amina Fassi,False,1971-12-13,53
68343127F,Youssef,Zahraoui,Marroc,Casablanca,2,3,1998,Home,1678.95,No,Grup A,Youssef Zahraoui,False,1998-03-02,27
41366739S,Khadija,El Amrani,Marroc,Casablanca,13,9,1998,Dona,1192.8,Si,Grup A,Khadija El Amrani,False,1998-09-13,26
79888539R,Ali,Bennani Fassi,Marroc,Casablanca,14,12,1983,Home,1585.5,No,Grup A,Ali Bennani Fassi,False,1983-12-14,41
18279367H,Amina,Zahraoui Zahraoui,Marroc,Casablanca,20,4,1973,Dona,1526.7,No,Grup A,Amina Zahraoui Zahraoui,False,1973-04-20,52
26977768S,Fatima,Zahraoui Zahraoui,Marroc,Casablanca,6,2,1993,Dona,1276.8,No,Grup A,Fatima Zahraoui Zahraoui,False,1993-02-06,32
38141675A,Fatima,Fassi,Marroc,Rabat,6,11,2005,Altres,1513.05,Si,Grup A,Fatima Fassi,False,2005-11-06,19
64074954W,Mohamed,Zahraoui,Marroc,Rabat,18,11,1950,Home,1570.8,No,Grup A,Mohamed Zahraoui,False,1950-11-18,74
89715580M,Salma,Zahraoui El Amrani,Marroc,Rabat,28,9,1950,Dona,1198.05,No,Grup A,Salma Zahraoui El Amrani,False,1950-09-28,74
27053674Z,Amina,El Amrani,Marroc,Rabat,25,1,1959,Dona,896.7,Si,Grup A,Amina El Amrani,False,1959-01-25,66
72488520Y,Youssef,Fassi El Amrani,Marroc,Rabat,26,5,1968,Home,1044.75,Si,Grup A,Youssef Fassi El Amrani,False,1968-05-26,57
60378955C,Fatima,Zahraoui El Amrani,Marroc,Rabat,27,1,1986,Dona,1377.6000000000001,No,Grup A,Fatima Zahraoui El Amrani,False,1986-01-27,39
13257049V,Youssef,Fassi Zahraoui,Marroc,Rabat,13,7,1974,Altres,1164.45,Si,Grup A,Youssef Fassi Zahraoui,False,1974-07-13,51
78697534Q,Omar,Zahraoui Zahraoui,Marroc,Rabat,1,7,1983,,1334.55,Si,Grup A,Omar Zahraoui Zahraoui,False,1983-07-01,42
77665617B,Youssef,Bennani El Amrani,Marroc,Rabat,5,9,1960,Home,1699.95,No,Grup A,Youssef Bennani El Amrani,False,1960-09-05,64
55802716W,Miguel,González,Mèxic,Ciutat de Mèxic,22,3,2002,Home,1607.55,No,Grup A,Miguel González,False,2002-03-22,23
52655443Q,Gabriela,Cruz González,Mèxic,Ciutat de Mèxic,3,1,1955,Dona,1084.65,Si,Grup A,Gabriela Cruz González,False,1955-01-03,70
16777341F,José,González,Mèxic,Ciutat de Mèxic,16,8,1973,Home,1077.3,No,Grup A,José González,False,1973-08-16,51
73829702G,Miguel,Ramírez,Mèxic,Ciutat de Mèxic,26,4,2005,Home,1748.25,No,Grup A,Miguel Ramírez,False,2005-04-26,20
93347578D,José,Cruz González,Mèxic,Ciutat de Mèxic,24,10,1983,Home,1501.5,No,Grup A,José Cruz González,False,1983-10-24,41
94224511S,Camila,Cruz Cruz,Mèxic,Ciutat de Mèxic,19,7,1954,Dona,1356.6000000000001,Si,Grup A,Camila Cruz Cruz,False,1954-07-19,70
92292409L,Carlos,Ramírez Cruz,Mèxic,Ciutat de Mèxic,28,12,1971,Home,1605.45,Si,Grup A,Carlos Ramírez Cruz,False,1971-12-28,53
93782971H,Luisa,González Hernández,Mèxic,Ciutat de Mèxic,19,4,2005,Dona,721.35,No,Grup A,Luisa González Hernández,False,2005-04-19,20
26804172P,Andrés,Ramírez Hernández,Mèxic,Ciutat de Mèxic,2,9,1956,Home,1529.8500000000001,Si,Grup A,Andrés Ramírez Hernández,False,1956-09-02,68
86981189A,Camila,Hernández Ramírez,Mèxic,Guadalajara,17,12,1996,Dona,1228.5,Si,Grup A,Camila Hernández Ramírez,False,1996-12-17,28
80377928E,José,Hernández,Mèxic,Guadalajara,12,1,1992,Altres,1440.6000000000001,No,Grup A,José Hernández,False,1992-01-12,33
90781919E,Miguel,González,Mèxic,Guadalajara,15,9,1955,Home,1232.7,No,Grup A,Miguel González,False,1955-09-15,69
66183009R,Miguel,Cruz,Mèxic,Guadalajara,28,9,1955,Home,1318.8,Si,Grup A,Miguel Cruz,False,1955-09-28,69
93868679R,María,Cruz,Mèxic,Guadalajara,23,6,1978,Dona,783.3000000000001,Si,Grup A,María Cruz,False,1978-06-23,47
44245943V,Gabriela,Cruz,Mèxic,Guadalajara,27,1,1955,Dona,1465.8,No,Grup A,Gabriela Cruz,False,1955-01-27,70
86198614J,Camila,Cruz Cruz,Mèxic,Guadalajara,2,1,1952,Dona,880.95,No,Grup A,Camila Cruz Cruz,False,1952-01-02,73
65159318X,Luisa,Cruz Ramírez,Mèxic,Guadalajara,19,2,1985,Dona,758.1,No,Grup A,Luisa Cruz Ramírez,False,1985-02-19,40
78873166E,Beatriz,Ferreira Ferreira,Portugal,Lisboa,17,11,1952,,1022.7,No,Grup A,Beatriz Ferreira Ferreira,False,1952-11-17,72
18575690Y,João,Oliveira Ferreira,Portugal,Lisboa,21,3,1985,Home,1286.25,No,Grup A,João Oliveira Ferreira,False,1985-03-21,40
29550519X,Miguel,Silva,Portugal,Lisboa,12,6,1971,,941.85,No,Grup A,Miguel Silva,False,1971-06-12,54
93757958D,Inês,Silva,Portugal,Lisboa,20,8,1990,Dona,1177.05,Si,Grup A,Inês Silva,False,1990-08-20,34
19113138L,João,Oliveira,Portugal,Lisboa,1,7,1979,Home,1339.8,No,Grup A,João Oliveira,False,1979-07-01,46
31397148Y,João,Silva,Portugal,Lisboa,2,7,1994,Home,1715.7,No,Grup A,João Silva,False,1994-07-02,31
15021643F,Tiago,Ferreira Pereira,Portugal,Lisboa,15,3,1959,Altres,1326.15,No,Grup A,Tiago Ferreira Pereira,False,1959-03-15,66
69796526G,Inês,Oliveira Ferreira,Portugal,Lisboa,2,5,1970,Dona,721.35,No,Grup A,Inês Oliveira Ferreira,False,1970-05-02,55
91877877E,Tiago,Ferreira,Portugal,Porto,22,11,1993,Home,1308.3,Si,Grup A,Tiago Ferreira,False,1993-11-22,31
62356732M,Tiago,Silva Pereira,Portugal,Porto,24,3,1980,Home,1502.55,No,Grup A,Tiago Silva Pereira,False,1980-03-24,45
72940295V,Tiago,Oliveira,Portugal,Porto,22,3,1989,Home,1421.7,Si,Grup A,Tiago Oliveira,False,1989-03-22,36
87072861Y,Miguel,Ferreira,Portugal,Porto,19,2,1990,Home,1262.1000000000001,No,Grup A,Miguel Ferreira,False,1990-02-19,35
99946609J,Inês,Silva Oliveira,Portugal,Porto,11,2,1986,Dona,1000.6500000000001,No,Grup A,Inês Silva Oliveira,False,1986-02-11,39
69723912X,Miguel,Oliveira Pereira,Portugal,Porto,19,4,1958,Home,1081.5,No,Grup A,Miguel Oliveira Pereira,False,1958-04-19,67
49728917R,Sophie,Taylor,Regne Unit,Londres,27,2,1983,Dona,1542.45,No,Grup A,Sophie Taylor,False,1983-02-27,42
43731528C,Oliver,Jones,Regne Unit,Londres,1,6,1959,Home,956.5500000000001,Si,Grup A,Oliver Jones,False,1959-06-01,66
15056420W,George,Taylor Taylor,Regne Unit,Londres,8,9,1965,Home,1191.75,Si,Grup A,George Taylor Taylor,False,1965-09-08,59
66434842X,James,Smith,Regne Unit,Londres,1,6,1954,Home,1131.9,No,Grup A,James Smith,False,1954-06-01,71
65737147M,William,Brown Smith,Regne Unit,Londres,17,7,1959,Home,1204.3500000000001,Si,Grup A,William Brown Smith,False,1959-07-17,65
25331092S,Sophie,Jones,Regne Unit,Londres,26,1,1963,Dona,718.2,No,Grup A,Sophie Jones,False,1963-01-26,62
16218169P,William,Brown,Regne Unit,Londres,24,2,1991,Home,1046.8500000000001,Si,Grup A,William Brown,False,1991-02-24,34
52604206S,Olivia,Taylor,Regne Unit,Londres,13,9,1992,,1486.8,Si,Grup A,Olivia Taylor,False,1992-09-13,32
42592903R,Emily,Taylor,Regne Unit,Londres,24,3,1976,Dona,1312.5,Si,Grup A,Emily Taylor,False,1976-03-24,49
67837921D,Isla,Taylor Smith,Regne Unit,Londres,7,5,1965,Dona,1298.8500000000001,No,Grup A,Isla Taylor Smith,False,1965-05-07,60
14371347B,William,Taylor,Regne Unit,Londres,11,10,1957,Home,1067.8500000000001,No,Grup A,William Taylor,False,1957-10-11,67
57441590Y,George,Brown Jones,Regne Unit,Manchester,27,12,1979,Home,1186.5,Si,Grup A,George Brown Jones,False,1979-12-27,45
58204038A,Olivia,Brown Brown,Regne Unit,Manchester,28,8,1952,Altres,1074.15,No,Grup A,Olivia Brown Brown,False,1952-08-28,72
28367234K,Isla,Jones Brown,Regne Unit,Manchester,28,3,1999,Dona,1256.8500000000001,No,Grup A,Isla Jones Brown,False,1999-03-28,26
82046699J,William,Smith,Regne Unit,Manchester,19,5,1997,Home,1475.25,Si,Grup A,William Smith,False,1997-05-19,28
